Host full name,Gelechiidae species name,Rank,COL status,COL taxon page,GBIF taxonKey
Platanus racemosa,Gelechia desiliens  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/6VNXT",8268789
Platycarya strobilacea,Thiotricha trapezoidella (Caradja); Thiotricha tylephora (Meyrick),species,accepted,"https://www.catalogueoflife.org/data/taxon/4JNYQ",
Pluchea,Dichomeris setosella  Clemens,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63NJ8",3132596
Pluchea odorata,Dichomeris aenigmatica  Clarke; Dichomeris setosella  Clemens,species,accepted,"https://www.catalogueoflife.org/data/taxon/4KHZM",3132617
Poa,Helcystogramma rufescens  Haworth,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W2K5",2704173
Poa pratensis,Chionodes psiloptera  Barnes & Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/4KMJZ",2704178
Polemonium reptans,Scrobipalpula polemoniella  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/4KXJV",2927849
Polistes (Z) annularis - delete,,species,accepted,"https://www.catalogueoflife.org/data/taxon/3MQ",
Polistes (Z) canadensis - delete,,species,accepted,"https://www.catalogueoflife.org/data/taxon/3MQ",
Polygonum,Aristotelia benedenii  Weyenbergh; Aristotelia pullusella  Chambers; Chionodes discoocellella  Chambers; Monochroa absconditella  Walker; Monochroa hornigi  Staudinger; Telphusa xyloptera  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63NFC",2889077
Polygonum amphibium,Monochroa niphognatha  GozmÃ¡ny,species,accepted,"https://www.catalogueoflife.org/data/taxon/4F9Q3",9219313
Polygonum glaucum,Aroga alleriella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/77TW5",5334320
Polygonum hydropiperoides,Chionodes discoocellella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4F9T3",8147126
Polygonum punctatum punctatum,Monochroa absconditella  Walker,species,ambiguous synonym,"https://www.catalogueoflife.org/data/taxon/4F9WL",
Polygonum thunbergii,Monochroa japonica  Sakamaki,species,,"https://www.catalogueoflife.org/data/taxon/6W69D",
Pongamia pinnata,Dichomeris siderosema  Turner,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LTRZ",2965911
Populus,Anacampsis innocuella  Zeller; Anacampsis niveopulvella  Chambers; Anacampsis populella  Clerck; Anacampsis rhoifructella  Clemens; Anarsia aleurodes  Meyrick; Gelechia dyariella  Busck; Gelechia muscosella  Zeller; Gelechia turpella  Denis & Schiff.; Gelechia versutella  Zeller; Hypatima rhomboidella  Linnaeus,genus,accepted,"https://www.catalogueoflife.org/data/taxon/63PVP",3040183
Populus alba,Anacampsis innocuella  Zeller; Anacampsis niveopulvella  Chambers; Gelechia nigra  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVJ5",3040233
Populus balsamifera,Anacampsis innocuella  Zeller; Anacampsis niveopulvella  Chambers; Chionodes terminimaculella  Kearfott,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVJS",3040184
Populus balsamifera trichocarpa,Anacampsis niveopulvella  Chambers,species,,,
Populus canescens,Gelechia nigra  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVSD",3040185
Populus deltoides,Filatima pravinominella  Chambers; Gelechia dyariella  Busck; Gelechia versutella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVKV",
Populus euphratica,Istrianis squamodorella  Amsel,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVL6",3804846
Populus grandidentata,Anacampsis innocuella  Zeller; Anacampsis niveopulvella  Chambers; Dichomeris ligulella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVLR",3040210
Populus nigra,Anacampsis innocuella  Zeller; Gelechia rhombelliformis  Staudinger; Gelechia turpella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVNQ",3040227
Populus tremula,Anacampsis populella  Clerck; Gelechia nigra  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVQY",3040249
Populus tremuloides,Anacampsis innocuella  Zeller; Anacampsis niveopulvella  Chambers; Chionodes terminimaculella  Kearfott; Dichomeris ligulella  Hubner; Filatima pravinominella  Chambers; Gelechia versutella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4LVR2",3040215
Populus x canadensis,Anacampsis innocuella  Zeller; Filatima pravinominella  Chambers; Gelechia dyariella  Busck; Gelechia versutella  Zeller,species,,,
Potentilla anserina,Monochroa elongella  Heinemann,species,accepted,"https://www.catalogueoflife.org/data/taxon/7JBXW",5366829
Primula,Monochroa servella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/6VPB",8026112
Primula laurentiana,Monochroa servella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4MD2C",5414312
Prosopis,Calliprora sexstrigella  Chambers; Friseria cockerelli  Busck,genus,synonym,"https://www.catalogueoflife.org/data/taxon/BDXZB",
Prosopis farcta ?,Anarsia,species,,,
Prosopis glandulosa,Friseria cockerelli  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/465Q2",5358457
Prosopis ruscifolia,Evippe,species,accepted,"https://www.catalogueoflife.org/data/taxon/BTRST",5358491
Prunus,Anacampsis obscurella  Denis & Schiff.; Anarsia lineatella  Zeller; Dichomeris derasella  Denis & Schiff.; Dichomeris fasciella  Hubner; Dichomeris picrocarpa  Meyrick; Evippe prunifoliella  Chambers; Evippe syrictis  Meyrick; Filatima persicaeella  Murtfeldt; Filatima serotinella  Busck; Filatima spurcella  Duponchel; Parachronistis albiceps  Zeller; Recurvaria leucatella  Clerck; Recurvaria nanella  Denis & Schiff.; Teleiodes vulgella  Hubner; Tosca plutonella  Heinrich,genus,accepted,"https://www.catalogueoflife.org/data/taxon/6Y6H",3020559
Prunus americana,Evippe prunifoliella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/77ZYD",3021106
Prunus armeniaca,Anarsia lineatella  Zeller; Recurvaria nanella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/77ZYD",7818643
Prunus avium,Recurvaria nanella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N8P4",3020791
Prunus domestica,Anarsia lineatella  Zeller; Dichomeris barbella  Hubner; Recurvaria nanella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N8SY",7931731
Prunus dulcis,Anarsia lineatella  Zeller; Recurvaria nanella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N8P4",3020559
Prunus emarginata,Evippe prunifoliella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/9YCLD",7272137
Prunus gracilis,Filatima persicaeella  Murtfeldt,species,accepted,"https://www.catalogueoflife.org/data/taxon/77ZZ9",
Prunus ilicifolia,Coleotechnites sp.  ; Filatima demissae  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N8W7",3020610
Prunus mahaleb,Recurvaria nanella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/77ZQW",3022789
Prunus mume,Dichomeris picrocarpa  Meyrick; Dichomeris tostella  Stringer,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N926",
Prunus persica,Anarsia lineatella  Zeller; Dichomeris fasciella  Hubner; Dichomeris picrocarpa  Meyrick; Dichomeris tostella  Stringer; Evippe syrictis  Meyrick; Filatima persicaeella  Murtfeldt; Gnorimoschema banksiella  Busck; Parachronistis albiceps  Zeller; Recurvaria leucatella  Clerck; Recurvaria nanella  Denis & Schiff.; Telphusa chloroderces  Meyrick; Telphusa euryzeucta  Meyrick; Zizyphia cleodorella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N94F",8149923
Prunus pseudocerasus,Dichomeris picrocarpa  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N95C",3021437
Prunus pumila,Filatima persicaeella  Murtfeldt,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N95S",3021605
Prunus salicina,Anarsia patulella  Walker,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N976",3021120
Prunus serotina,Filatima serotinella  Busck,species,synonym,"https://www.catalogueoflife.org/data/taxon/4N97P",
Prunus spinosa,Anarsia lineatella  Zeller; Aroga flavicomella  Zeller; Dichomeris barbella  Hubner; Dichomeris fasciella  Hubner; Gelechia scotinella  Herrich-SchÃ¤ffer; Recurvaria nanella  Denis & Schiff.; Teleiodes thomeriella  ChrÃ©tien; Teleiodes vulgella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N98J",
Prunus virginiana,Anacampsis innocuella  Zeller; Filatima demissae  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N9B5",3022668
Prunus virginiana demissa,Filatima demissae  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/BPDCN",6368645
Prunus vulgaris,Recurvaria nanella  Denis & Schiff.,species,synonym,"https://www.catalogueoflife.org/data/taxon/9YCNJ",
Prunus yedoensis,Dichomeris picrocarpa  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4N9DD",3021335
Pseudognaphalium stramineum,Scrobipalpula psilella-group sp. A,species,accepted,"https://www.catalogueoflife.org/data/taxon/4NXFY",3100970
Pseudotsuga menziesii,Chionodes abella  Busck; Chionodes periculella  Busck; Coleotechnites   ; Coleotechnites atrupictella  Dietz; Filatima natalis  Heinrich,species,accepted,"https://www.catalogueoflife.org/data/taxon/6WHCL",2685796
Psidium cymosum,Prostomeus brunneus  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/6WJ8L",5420365
Psidium guajava,Prostomeus brunneus  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/4PFV7",5420380
Psilactis asteroides,Gnorimoschema gallaeasterella  Kellicott,species,accepted,"https://www.catalogueoflife.org/data/taxon/4PGCF",3150100
Psoralea,Stomopteryx simplexella  Walker,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CLV8",2944023
Psychotria kaduana,Merimnetria gratula  Meyrick; Merimnetria straussiella  Swezey,species,accepted,"https://www.catalogueoflife.org/data/taxon/4PPCG",
Psychotria mariniana,Merimnetria straussiella  Swezey,species,accepted,"https://www.catalogueoflife.org/data/taxon/4PPN4",
Ptelea trifoliata,Dichomeris citrifoliella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4PSYD",3190411
Pteridium,Monochroa cytisella  Curtis,genus,accepted,"https://www.catalogueoflife.org/data/taxon/B8WP6",
Pteridium aquilinum,Monochroa cytisella  Curtis,species,accepted,"https://www.catalogueoflife.org/data/taxon/B8VH5",5275012
Pterocarya rhoifolia,Dichomeris sparsella  Christoph,species,accepted,"https://www.catalogueoflife.org/data/taxon/4PVLP",
Pulicaria,Apodia bifractella  Duponchel; Ptocheuusa paupella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/75DG",3095529
Punica granatum,Encolpotis xanthoria  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4QHX8",5420901
Purshia glandulosa,Filatima aulaea  Clarke,species,accepted,"https://www.catalogueoflife.org/data/taxon/4QKRP",5370300
Purshia tridentata,Filatima sperryi  Clarke,species,accepted,"https://www.catalogueoflife.org/data/taxon/4QKRX",5370313
Pyrus,Dichomeris ligulella  Hubner; Parachronistis albiceps  Zeller; Recurvaria leucatella  Clerck; Recurvaria nanella  Denis & Schiff.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7689",2986532
Pyrus communis,Recurvaria nanella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/4QWMZ",5362573
Qualea grandiflora,Compsolechia sp.  ; Compsolechia sp. 1,species,accepted,"https://www.catalogueoflife.org/data/taxon/4QZP8",4030658
Qualea multiflora,Compsolechia sp. 1  ; Dichomeris sp. 5,species,accepted,"https://www.catalogueoflife.org/data/taxon/4QZPZ",7288359
Qualea parviflora,Compsolechia sp. 1,species,accepted,"https://www.catalogueoflife.org/data/taxon/4QZQ6",7288348
Quercus,Anacampsis quercella  ChrÃ©tien; Anarsia bipinnata  Meyrick; Aristotelia pullusella  Chambers; Aristotelia rubidella  Clemens; Aristotelia urbaurea  Keifer; Aroga trialbamaculella  Chambers; Arogalea cristifasciella  Chambers; Chionodes acrina  Keifer; Chionodes bicostomaculella  Chambers; Chionodes formosella  Murtfeldt; Chionodes fuscomaculella  Chambers; Chionodes gilvomaculella  Clemens; Chionodes trichostola  Meyrick; Chionodes trophella  Busck; Coleotechnites quercivorella  Chambers; Dactylethrella tegulifera  Meyrick; Dichomeris georgiella  Walker; Dichomeris ligulella  Hubner; Dichomeris oceanis  Meyrick; Dichomeris quercicola  Meyrick; Dichomeris ustalella  Fabricius; Dichomeris ventrella  Fitch; Gelechia nigra  Haworth; Istrianis   ; Neotelphusa querciella  Chambers; Pseudotelphusa acrobrunella Park; Pseudotelphusa fuscopunctella  Clemens; Pseudotelphusa palliderosacella  Chambers; Pseudotelphusa quercinigracella  Chambers; Psoricoptera gibbosella  Zeller; Stenolechia gemmella  Linnaeus; Taygete gallaegenitella  Clemens; Teleiodes decorella  Haworth; Teleiodes luculella  Hubner; Teleiodes paripunctella  Thunberg; Telphusa latifasciella  Chambers; Trypanisma prudens  Clemens; Xenolechia querciphaga  Keifer,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W2YL",2877951
Quercus acuta,Dichomeris cuspis  Park,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R46Q",2876863
Quercus acutissima,Anacampsis okui  Park; Brachmia japonicella  Zeller; Dactylethrella tegulifera  Meyrick; Dichomeris atomogypsa  Meyrick; Hypatima sp. 1  ; Hypatima sp. 3  ; Psoricoptera gibbosella  Zeller; Stenolechia notomochla  Meyrick; Teleiodes sp. 1  ; Teleiodes sp. 2  ; Teleiodes sp. 3  ; Teleiodes sp. 4  ; Telphusa necromantis  Meyrick; Telphusa quercicola  Park; Telphusa sp. 1,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R46Y",
Quercus agrifolia,Chionodes acrina  Keifer; Chionodes chrysopyla  Keifer; Chionodes occidentella  Chambers; Chionodes raspyon  Hodges MS; Chionodes vanduzeei  Keifer; Evippe sp.  ; Recurvaria glinax  Hodges MS; Telphusa sedulitella  Busck; Xenolechia staspa  Hodges MS,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R47M",
Quercus alba,Chionodes formosella  Murtfeldt; Dichomeris ligulella  Hubner; Neotelphusa querciella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R47Z",2879737
Quercus aliena,Chorivalva grandialata Omelko,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R487",
Quercus bicolor,Telphusa sp.,species,accepted,"https://www.catalogueoflife.org/data/taxon/793QP",
Quercus cerris,Anacampsis mongolicae  Park; Dichomeris atomogypsa  Meyrick; Laris argobathra  Meyrick; Psoricoptera triorthias  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R4KH",2880580
Quercus chrysolepis,Evippe sp.  ; Telphusa sedulitella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R4LC",2879984
Quercus coccinea/rubra,Aristotelia minimella  sensu Forbes; Arogalea cristifasciella  Chambers; Chionodes bicostomaculella  Chambers; Chionodes fuscomaculella  Chambers; Chionodes pereyra  Clarke; Chionodes sp. 1  ; Chionodes sp. 35  ; Chionodes sp. 36  ; Chionodes thoraceochrella  Chambers; Coleotechnites quercivorella  Chambers; Dichomeris georgiella  Walker; Dichomeris ligulella  Hubner; Dichomeris ventrella  Fitch; Sinoe sp.  ; Telphusa latifasciella  Chambers; Xenolechia sp.,species,,,
Quercus crispula,Psoricoptera gibbosella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/7MJXF",8084643
Quercus dentata,Aroga gozmanyi Park; Carpatolechia nephomicta (Meyrick); Chorivalva grandialata Omelko; Dichomeris atomogypsa  Meyrick; Psoricoptera gibbosella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R4RZ",2879353
Quercus douglasii,Aristotelia urbaurea  Keifer; Chionodes formosella  Murtfeldt; Chionodes occidentella  Chambers; Chionodes raspyon  Hodges MS; Chionodes trichostola  Meyrick; Evippe laudatella  Walsingham; Telphusa sedulitella  Busck; Xenolechia querciphaga  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R4TP",
Quercus dumosa,Chionodes chrysopyla  Keifer; Chionodes trichostola  Meyrick; Exoteleia graphicella  Busck; Recurvaria sp.  ; Telphusa sedulitella  Busck; Xenolechia querciphaga  Keifer; Xenolechia staspa  Hodges MS,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R4TY",2880740
Quercus durata,Chionodes raspyon  Hodges MS,species,accepted,"https://www.catalogueoflife.org/data/taxon/79438",
Quercus engelmannii,Evippe laudatella  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R4VG",
Quercus garryana,Anacampsis niveopulvella  Chambers; Chionodes raspyon  Hodges MS; Chionodes trichostola  Meyrick; Telphusa sedulitella  Busck; Xenolechia querciphaga  Keifer; Xenolechia staspa  Hodges MS,species,accepted,"https://www.catalogueoflife.org/data/taxon/6WRQZ",2879260
Quercus glauca,Brachmia japonicella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R52B",2876873
Quercus ilex,Psoricoptera gibbosella  Zeller; Teleiodes decorella  Haworth,species,accepted,"https://www.catalogueoflife.org/data/taxon/793PC",2879098
Quercus incana,Dichomeris quercicola  Meyrick; Telphusa tetragrapta  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R583",2878060
Quercus kelloggii,Chionodes chrysopyla  Keifer; Chionodes occidentella  Chambers; Chionodes raspyon  Hodges MS; Chionodes sp.  ; Chionodes trichostola  Meyrick; Telphusa sedulitella  Busck; Xenolechia querciphaga  Keifer,species,accepted,"https://www.catalogueoflife.org/data/taxon/78RPJ",
Quercus lobata,Chionodes chrysopyla  Keifer; Chionodes formosella  Murtfeldt; Chionodes occidentella  Chambers; Chionodes petalumensis  Clarke; Chionodes raspyon  Hodges MS; Chionodes sp.  ; Chionodes trichostola  Meyrick; Recurvaria glinax  Hodges MS; Telphusa sedulitella  Busck; Xenolechia staspa  Hodges MS,species,accepted,"https://www.catalogueoflife.org/data/taxon/4R5DZ",
